object_name,category,item_name,item_type,item_description,default_value
[dbo].[MarkovProcess],Reference,dbo.Metrics,Table,Lookup of metric names and methods.,
[dbo].[MarkovProcess],Reference,dbo.ModelEvents,Table,Cached transition metrics for order=1 models.,
[dbo].[MarkovProcess],Reference,dbo.ModelID,Scalar Function,Retrieves or inserts a Markov model entry for given parameters.,
[dbo].[MarkovProcess],Reference,dbo.Models,Table,Stores metadata and keys for Markov models.,
[dbo].[MarkovProcess],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches EventsFact per model parameters.,
[dbo].[Markov_Model_Confidence_Support],Input,@ModelID,INT,"Identifier of the model to analyze; if NULL, includes all models.",NULL
[dbo].[Markov_Model_Confidence_Support],Output,ModelID,INT,Identifier of the Markov model.,
[dbo].[Markov_Model_Confidence_Support],Output,Score,FLOAT,Confidence score computed as sum of (rows/TotalRows) × CoefVar for segments with CoefVar > 0.,
[dbo].[Markov_Model_Confidence_Support],Output,Segments,INT,Count of transition segments contributing to the confidence score.,
[dbo].[Markov_Model_Confidence_Support],Output,TotalRows,INT,Total number of transition rows (support) for the model.,
[dbo].[Markov_Model_Confidence_Support],Reference,dbo.ModelEvents,Table,Stores first-order transition metrics including Rows and CoefVar.,
[dbo].[MetricValue],Input,@From_MetricActualValue,FLOAT,Actual metric value at the previous event (EventA).,
[dbo].[MetricValue],Input,@From_MetricExpectedValue,FLOAT,Expected metric value at the previous event.,
[dbo].[MetricValue],Input,@To_MetricActualValue,FLOAT,Actual metric value at the current event (EventB).,
[dbo].[MetricValue],Input,@To_MetricExpectedValue,FLOAT,Expected metric value at the current event.,
[dbo].[MetricValue],Input,@metricmethod,INT,Method selector (0–4) determining calculation logic.,
[dbo].[MetricValue],Output,Return Value,FLOAT,Computed metric according to selected method; NULL if method not matched or division by zero.,
[dbo].[ModelDrillThrough],Input,@EventA,NVARCHAR(20),Optional filter for the first event; null returns all.,
[dbo].[ModelDrillThrough],Input,@EventB,NVARCHAR(20),Optional filter for the subsequent event; null returns all.,
[dbo].[ModelDrillThrough],Input,@ModelID,INT,Identifier of the Markov model to drill through.,
[dbo].[ModelDrillThrough],Output,CaseID,INT,Case identifier.,
[dbo].[ModelDrillThrough],Output,EventA,NVARCHAR(20),Name of the first event in the pair.,
[dbo].[ModelDrillThrough],Output,EventA_ID,INT,Internal EventID of EventA.,
[dbo].[ModelDrillThrough],Output,EventB,NVARCHAR(20),Name of the subsequent event in the pair.,
[dbo].[ModelDrillThrough],Output,EventB_ID,INT,Internal EventID of EventB.,
[dbo].[ModelDrillThrough],Output,EventDate_A,DATETIME,Timestamp of EventA.,
[dbo].[ModelDrillThrough],Output,EventDate_B,DATETIME,Timestamp of EventB.,
[dbo].[ModelDrillThrough],Output,EventOccurence,INT,Count of occurrences of EventB up to that rank.,
[dbo].[ModelDrillThrough],Output,Minutes,FLOAT,Elapsed time in minutes between EventA and EventB.,
[dbo].[ModelDrillThrough],Output,Rank,INT,Sequential rank of EventB within its case.,
[dbo].[ModelDrillThrough],Reference,dbo.EventSets,Table,Defines event-set groupings for models.,
[dbo].[ModelDrillThrough],Reference,dbo.Metrics,Table,Lookup of metric names and methods.,
[dbo].[ModelDrillThrough],Reference,dbo.Models,Table,Stores Markov model definitions and parameters.,
[dbo].[ModelDrillThrough],Reference,dbo.SelectedEvents,Table-Valued Function,Filters and enriches EventsFact per model parameters.,
[dbo].[ModelDrillThrough],Reference,dbo.Transforms,Table,Optional event mapping transformations.,
[dbo].[ModelDrillThrough],Reference,dbo.UserAccessBitmap,Scalar Function,Retrieves current user access bitmap for filtering.,
[dbo].[ModelEventAnomalies],Input,@ModelID,INT,Identifier of the Markov model whose anomalies should be retrieved.,
[dbo].[ModelEventAnomalies],Output,AnomalyCode,NVARCHAR(50),Code indicating the type of anomaly ('Metric Outlier' or 'Low Prob').,
[dbo].[ModelEventAnomalies],Output,CaseID,INT,Case identifier where the anomaly occurred.,
[dbo].[ModelEventAnomalies],Output,EventA,NVARCHAR(20),Name of the prior event.,
[dbo].[ModelEventAnomalies],Output,EventAIsEntry,BIT,Flag indicating if the transition starts a case.,
[dbo].[ModelEventAnomalies],Output,EventB,NVARCHAR(20),Name of the subsequent event.,
[dbo].[ModelEventAnomalies],Output,EventBIsExit,BIT,Flag indicating if the transition ends a case.,
[dbo].[ModelEventAnomalies],Output,EventIDA,INT,Internal ID of the prior event in the transition.,
[dbo].[ModelEventAnomalies],Output,EventIDB,INT,Internal ID of the subsequent event in the transition.,
[dbo].[ModelEventAnomalies],Output,Metric,NVARCHAR(20),Name of the metric used.,
[dbo].[ModelEventAnomalies],Output,MetricAvg,FLOAT,Average metric value for this transition from the model.,
[dbo].[ModelEventAnomalies],Output,MetricStDev,FLOAT,Standard deviation of metric values for this transition.,
[dbo].[ModelEventAnomalies],Output,ModelID,INT,Markov model identifier.,
[dbo].[ModelEventAnomalies],Output,metric_value,FLOAT,Observed metric value for this specific case transition.,
[dbo].[ModelEventAnomalies],Output,metric_zscore,FLOAT,Z-score of the observed metric relative to the model distribution.,
[dbo].[ModelEventAnomalies],Output,transistion_prob,FLOAT,Transition probability for this event pair in the model.,
[dbo].[ModelEventAnomalies],Reference,dbo.EventPairAnomalies,Table,Stores computed anomalies for each event pair and case.,
[dbo].[ModelEventAnomalies],Reference,dbo.Metrics,Table,Lookup of metric names and calculation methods.,
[dbo].[ModelEventAnomalies],Reference,dbo.ModelEvents,Table,"Contains transition statistics (Avg, StDev, Prob, etc.) for each event pair in a model.",
[dbo].[ModelEventAnomalies],Reference,dbo.Models,Table,"Stores model definitions and metadata, including metric selection.",
[dbo].[ModelEventKey],Input,@ByCase,BIT,1 to group by CaseID; 0 to treat all events as one sequence.,1
[dbo].[ModelEventKey],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON of case-level filter properties.,
[dbo].[ModelEventKey],Input,@EndDateTime,DATETIME,Upper bound of the date range.,
[dbo].[ModelEventKey],Input,@EventFilterProperties,NVARCHAR(MAX),JSON of event-level filter properties.,
[dbo].[ModelEventKey],Input,@EventSet,NVARCHAR(MAX),Identifier or CSV defining the event set.,
[dbo].[ModelEventKey],Input,@Metric,NVARCHAR(20),"Metric name (e.g., 'Time Between').",
[dbo].[ModelEventKey],Input,@StartDateTime,DATETIME,Lower bound of the date range.,
[dbo].[ModelEventKey],Input,@enumerate_multiple_events,BIT,Flag to collapse (0) or enumerate duplicates (1).,
[dbo].[ModelEventKey],Input,@transforms,NVARCHAR(MAX),JSON mapping for normalizing event names.,
[dbo].[ModelEventKey],Output,Return Value,VARBINARY(16),"MD5 hash of the concatenated, canonicalized input values.",
[dbo].[ModelEventKey],Reference,dbo.SortKeyValueJSON,Scalar Function,Sorts and normalizes JSON key/value pairs into a canonical string representation.,
[dbo].[ModelEventsByOrdinalMean],Input,@ModelID,INT,Identifier of the Markov model whose events should be aggregated.,NULL
[dbo].[ModelEventsByOrdinalMean],Output,EventA,NVARCHAR(20),The originating event in the transition.,
[dbo].[ModelEventsByOrdinalMean],Output,OrdinalMean,FLOAT,Average position (rank) of the transition occurrences.,
[dbo].[ModelEventsByOrdinalMean],Output,OrdinalStDev,FLOAT,Standard deviation of the transition rank positions.,
[dbo].[ModelEventsByOrdinalMean],Output,Rows,BIGINT,Total number of observed transitions starting from EventA.,
[dbo].[ModelEventsByOrdinalMean],Reference,dbo.ModelEvents,Table,"Stores detailed transition metrics (Rows, Avg, StDev, OrdinalMean, OrdinalStDev) for each ModelID, EventA→EventB pair.",
[dbo].[ModelEventsByProperty],Input,@ByCase,BIT,1 to partition events by CaseID; 0 to treat all events as a single sequence.,NULL
[dbo].[ModelEventsByProperty],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON filters to apply to CasePropertiesParsed when selecting models.,NULL
[dbo].[ModelEventsByProperty],Input,@EndDateTime,DATETIME,Inclusive upper bound of event timestamps for model selection.,NULL
[dbo].[ModelEventsByProperty],Input,@EventFilterProperties,NVARCHAR(MAX),JSON filters to apply to EventPropertiesParsed when selecting models.,NULL
[dbo].[ModelEventsByProperty],Input,@EventSet,NVARCHAR(MAX),Comma-separated list of events or code for dbo.ParseEventSet to define the event set.,NULL
[dbo].[ModelEventsByProperty],Input,@Metric,NVARCHAR(20),Optional metric name; NULL returns all metrics.,NULL
[dbo].[ModelEventsByProperty],Input,@ModelType,NVARCHAR(50),"Model type filter (e.g., 'MarkovChain', 'BayesianProbability').",NULL
[dbo].[ModelEventsByProperty],Input,@StartDateTime,DATETIME,Inclusive lower bound of event timestamps for model selection.,NULL
[dbo].[ModelEventsByProperty],Input,@enumerate_multiple_events,INT,Flag (0/1) controlling enumeration of repeated events within a case.,NULL
[dbo].[ModelEventsByProperty],Input,@transforms,NVARCHAR(MAX),JSON or code mapping for event transformations prior to modeling.,NULL
[dbo].[ModelEventsByProperty],Output,Avg,FLOAT,Average observed metric value for the transition.,
[dbo].[ModelEventsByProperty],Output,EventA,NVARCHAR(20),From-event in the transition.,
[dbo].[ModelEventsByProperty],Output,EventB,NVARCHAR(20),To-event in the transition.,
[dbo].[ModelEventsByProperty],Output,IsEntry,INT,1 if this transition begins a case; otherwise 0.,
[dbo].[ModelEventsByProperty],Output,IsExit,INT,1 if this transition ends a case; otherwise 0.,
[dbo].[ModelEventsByProperty],Output,Max,FLOAT,Maximum observed metric value for the transition.,
[dbo].[ModelEventsByProperty],Output,Metric,NVARCHAR(50),Metric name associated with these transition values.,
[dbo].[ModelEventsByProperty],Output,Min,FLOAT,Minimum observed metric value for the transition.,
[dbo].[ModelEventsByProperty],Output,ModelID,INT,Identifier of the matching Markov model.,
[dbo].[ModelEventsByProperty],Output,Prob,FLOAT,Transition probability for the event pair.,
[dbo].[ModelEventsByProperty],Output,Rows,INT,Count of observed transitions.,
[dbo].[ModelEventsByProperty],Output,Sum,FLOAT,Sum of all metric values for the transition.,
[dbo].[ModelEventsByProperty],Reference,dbo.ModelEvents,Table,Contains transition metrics for each model segment.,
[dbo].[ModelEventsByProperty],Reference,dbo.Models,Table,"Holds model definitions, parameters, and access controls.",
[dbo].[ModelEventsByProperty],Reference,dbo.ModelsByParameters,Table-Valued Function,Selects model IDs and metrics matching the parameter set.,
[dbo].[ModelEventsFull],Input,@SelectedProperties,NVARCHAR(MAX),"JSON or comma-delimited list of model property names to include; if null or empty, properties are still joined but only non-null values will appear.",
[dbo].[ModelEventsFull],Output,Avg,FLOAT,Average observed metric value.,
[dbo].[ModelEventsFull],Output,ByCase,BIT,Flag: events were grouped by case.,
[dbo].[ModelEventsFull],Output,CoefVar,FLOAT,Coefficient of variation (StDev/Avg).,
[dbo].[ModelEventsFull],Output,EndDateTime,DATETIME,Model effective end date.,
[dbo].[ModelEventsFull],Output,EventA,NVARCHAR(20),From-event in the transition.,
[dbo].[ModelEventsFull],Output,EventAIsEntry,BIT,Flag: this transition starts a case.,
[dbo].[ModelEventsFull],Output,EventB,NVARCHAR(20),To-event in the transition.,
[dbo].[ModelEventsFull],Output,EventBIsExit,BIT,Flag: this transition ends a case.,
[dbo].[ModelEventsFull],Output,Max,FLOAT,Maximum observed metric value.,
[dbo].[ModelEventsFull],Output,Metric,NVARCHAR(20),Name of the metric used.,
[dbo].[ModelEventsFull],Output,Min,FLOAT,Minimum observed metric value.,
[dbo].[ModelEventsFull],Output,ModelID,INT,Identifier of the Markov model.,
[dbo].[ModelEventsFull],Output,ModelType,NVARCHAR(50),Type/category of the model.,
[dbo].[ModelEventsFull],Output,Prob,FLOAT,Observed transition probability.,
[dbo].[ModelEventsFull],Output,Property1,NVARCHAR(50),First custom property name.,
[dbo].[ModelEventsFull],Output,Property1ValueAlpha,NVARCHAR(50),Alpha value for the first custom property.,
[dbo].[ModelEventsFull],Output,Property1ValueNumeric,FLOAT,Numeric value for the first custom property.,
[dbo].[ModelEventsFull],Output,Property2,NVARCHAR(50),Second custom property name.,
[dbo].[ModelEventsFull],Output,Property2ValueAlpha,NVARCHAR(50),Alpha value for the second custom property.,
[dbo].[ModelEventsFull],Output,Property2ValueNumeric,FLOAT,Numeric value for the second custom property.,
[dbo].[ModelEventsFull],Output,Property3,NVARCHAR(50),Third custom property name.,
[dbo].[ModelEventsFull],Output,Property3ValueAlpha,NVARCHAR(50),Alpha value for the third custom property.,
[dbo].[ModelEventsFull],Output,Property3ValueNumeric,FLOAT,Numeric value for the third custom property.,
[dbo].[ModelEventsFull],Output,Property4,NVARCHAR(50),Fourth custom property name.,
[dbo].[ModelEventsFull],Output,Property4ValueAlpha,NVARCHAR(50),Alpha value for the fourth custom property.,
[dbo].[ModelEventsFull],Output,Property4ValueNumeric,FLOAT,Numeric value for the fourth custom property.,
[dbo].[ModelEventsFull],Output,Property5,NVARCHAR(50),Fifth custom property name.,
[dbo].[ModelEventsFull],Output,Property5ValueAlpha,NVARCHAR(50),Alpha value for the fifth custom property.,
[dbo].[ModelEventsFull],Output,Property5ValueNumeric,FLOAT,Numeric value for the fifth custom property.,
[dbo].[ModelEventsFull],Output,Rows,INT,Count of transition occurrences.,
[dbo].[ModelEventsFull],Output,StDev,FLOAT,Standard deviation of the metric.,
[dbo].[ModelEventsFull],Output,StartDateTime,DATETIME,Model effective start date.,
[dbo].[ModelEventsFull],Output,Sum,FLOAT,Sum of metric values across all occurrences.,
[dbo].[ModelEventsFull],Output,UoM,NVARCHAR(20),Unit of measure for the metric.,
[dbo].[ModelEventsFull],Output,enumerate_multiple_events,INT,Flag controlling repeated-event enumeration.,
[dbo].[ModelEventsFull],Reference,dbo.Metrics,Table,Defines metric names and units.,
[dbo].[ModelEventsFull],Reference,dbo.ModelEvents,Table,Stores first-order transition metrics.,
[dbo].[ModelEventsFull],Reference,dbo.Models,Table,Model configuration and metadata.,
[dbo].[ModelEventsFull],Reference,dbo.ModelsWithProperties,Table-Valued Function,Returns up to five properties per model when joined.,
[dbo].[ModelEventsFull],Reference,dbo.UserAccessBitmap,Scalar Function,Retrieves the current user’s access bitmap for filtering.,
[dbo].[ModelID],Input,@ByCase,BIT,1 to group by CaseID; 0 to treat all events as one sequence.,1
[dbo].[ModelID],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON of case-level filter key/value pairs.,
[dbo].[ModelID],Input,@EndDateTime,DATETIME,Upper bound of the model’s time range.,
[dbo].[ModelID],Input,@EventFilterProperties,NVARCHAR(MAX),JSON of event-level filter key/value pairs.,
[dbo].[ModelID],Input,@EventSet,NVARCHAR(MAX),Identifier or CSV defining the event set.,
[dbo].[ModelID],Input,@Metric,NVARCHAR(20),"Name of the metric (e.g., 'Time Between').",
[dbo].[ModelID],Input,@ModelType,NVARCHAR(50),"Type of model (e.g., 'MarkovChain').",
[dbo].[ModelID],Input,@StartDateTime,DATETIME,Lower bound of the model’s time range.,
[dbo].[ModelID],Input,@enumerate_multiple_events,BIT,0 to collapse duplicates; 1 to enumerate each occurrence.,
[dbo].[ModelID],Input,@transforms,NVARCHAR(MAX),JSON mapping for normalizing event names.,
[dbo].[ModelID],Output,Return Value,INT,"The matching ModelID, or NULL if no existing model matches.",
[dbo].[ModelID],Reference,dbo.EventSetKey,Scalar Function,Computes canonical key for an EventSet input.,
[dbo].[ModelID],Reference,dbo.Metrics,Table,Maps metric names to MetricID.,
[dbo].[ModelID],Reference,dbo.Models,Table,"Holds model definitions, including date range, keys, and filter JSON.",
[dbo].[ModelID],Reference,dbo.TransformsKey,Scalar Function,Computes canonical key for transforms JSON input.,
[dbo].[ModelMatrix],Input,@ModelID,INT,Identifier of the Markov model whose transitions should be retrieved.,NULL
[dbo].[ModelMatrix],Output,EventA,NVARCHAR(20),Source event of the transition.,
[dbo].[ModelMatrix],Output,EventB,NVARCHAR(20),Target event of the transition.,
[dbo].[ModelMatrix],Output,Prob,FLOAT,Probability of transitioning from EventA to EventB.,
[dbo].[ModelMatrix],Reference,dbo.ModelEvents,Table,Stores first-order transition probabilities (EventA→EventB) for each model.,
[dbo].[ModelSimilaritySegments],Input,@ModelID1,INT,Identifier of the first existing model to compare.,NULL
[dbo].[ModelSimilaritySegments],Input,@ModelID2,INT,Identifier of the second existing model to compare.,NULL
[dbo].[ModelSimilaritySegments],Output,AbsProbDiff,FLOAT,"Absolute probability difference when both exist, otherwise NULL.",
[dbo].[ModelSimilaritySegments],Output,AvgDiff,FLOAT,"Model1Avg - Model2Avg when both exist, otherwise NULL.",
[dbo].[ModelSimilaritySegments],Output,EventA,NVARCHAR(50),Source event of the segment.,
[dbo].[ModelSimilaritySegments],Output,EventB,NVARCHAR(50),Target event of the segment.,
[dbo].[ModelSimilaritySegments],Output,Model1Avg,FLOAT,"Average metric value for the segment in model 1, if present.",
[dbo].[ModelSimilaritySegments],Output,Model1Prob,FLOAT,"Probability of the segment in model 1, if present.",
[dbo].[ModelSimilaritySegments],Output,Model1Rows,INT,"Row count supporting the segment in model 1, if present.",
[dbo].[ModelSimilaritySegments],Output,Model2Avg,FLOAT,"Average metric value for the segment in model 2, if present.",
[dbo].[ModelSimilaritySegments],Output,Model2Prob,FLOAT,"Probability of the segment in model 2, if present.",
[dbo].[ModelSimilaritySegments],Output,Model2Rows,INT,"Row count supporting the segment in model 2, if present.",
[dbo].[ModelSimilaritySegments],Output,PresentInModel1,BIT,1 if the segment exists in model 1.,
[dbo].[ModelSimilaritySegments],Output,PresentInModel2,BIT,1 if the segment exists in model 2.,
[dbo].[ModelSimilaritySegments],Output,ProbDiff,FLOAT,"Model1Prob - Model2Prob when both exist, otherwise NULL.",
[dbo].[ModelSimilaritySegments],Output,SegmentStatus,NVARCHAR(20),"SameSegment, OnlyInModel1, or OnlyInModel2.",
[dbo].[ModelSimilaritySegments],Output,Segment_ttest,FLOAT,"A t-test-like value based on averages, variances, and row counts when both segments exist and both variances are greater than zero.",
[dbo].[ModelSimilaritySegments],Reference,dbo.ModelEvents,Table,"Stores per-model EventA→EventB segments with Avg, StDev, Rows, and Prob.",
[dbo].[ModelsWithProperties],Input,@SelectedProperties,NVARCHAR(MAX),"Comma-separated list of property names to include; if NULL, returns a placeholder row with ModelID = -1.",NULL
[dbo].[ModelsWithProperties],Output,ModelID,INT,Identifier of the model.,
[dbo].[ModelsWithProperties],Output,ModelType,NVARCHAR(50),Category/type of the model.,
[dbo].[ModelsWithProperties],Output,Property1,NVARCHAR(20),First custom property name.,
[dbo].[ModelsWithProperties],Output,Property1ValueAlpha,NVARCHAR(1000),Alpha value for the first property.,
[dbo].[ModelsWithProperties],Output,Property1ValueNumeric,FLOAT,Numeric value for the first property.,
[dbo].[ModelsWithProperties],Output,Property2,NVARCHAR(20),Second custom property name.,
[dbo].[ModelsWithProperties],Output,Property2ValueAlpha,NVARCHAR(1000),Alpha value for the second property.,
[dbo].[ModelsWithProperties],Output,Property2ValueNumeric,FLOAT,Numeric value for the second property.,
[dbo].[ModelsWithProperties],Output,Property3,NVARCHAR(20),Third custom property name.,
[dbo].[ModelsWithProperties],Output,Property3ValueAlpha,NVARCHAR(1000),Alpha value for the third property.,
[dbo].[ModelsWithProperties],Output,Property3ValueNumeric,FLOAT,Numeric value for the third property.,
[dbo].[ModelsWithProperties],Output,Property4,NVARCHAR(20),Fourth custom property name.,
[dbo].[ModelsWithProperties],Output,Property4ValueAlpha,NVARCHAR(1000),Alpha value for the fourth property.,
[dbo].[ModelsWithProperties],Output,Property4ValueNumeric,FLOAT,Numeric value for the fourth property.,
[dbo].[ModelsWithProperties],Output,Property5,NVARCHAR(20),Fifth custom property name.,
[dbo].[ModelsWithProperties],Output,Property5ValueAlpha,NVARCHAR(1000),Alpha value for the fifth property.,
[dbo].[ModelsWithProperties],Output,Property5ValueNumeric,FLOAT,Numeric value for the fifth property.,
[dbo].[ModelsWithProperties],Reference,STRING_SPLIT,Table-Valued Function,Built-in function to split CSV input into rows.,
[dbo].[ModelsWithProperties],Reference,dbo.ModelProperties,Table,Holds custom property values for each model.,
[dbo].[ModelsWithProperties],Reference,dbo.Models,Table,Stores model definitions and metadata.,
[dbo].[ParseCSV],Input,@csv,NVARCHAR(MAX),Delimited string to parse into individual values.,NULL
[dbo].[ParseCSV],Input,@delimiter,CHAR(1),Single-character delimiter; defaults to comma if NULL.,"','"
[dbo].[ParseCSV],Output,value,NVARCHAR(4000),Each substring between delimiters from the input CSV.,
[dbo].[ParseCSV],Reference,STRING_SPLIT,Built-in Function,SQL Server function used to split the string by the given delimiter.,
[dbo].[ParseEventSet],Input,@EventSet,NVARCHAR(MAX),"EventSetCode or comma-delimited list of events; if value matches a code in EventSets and IsSequence matches, uses that definition.",NULL
[dbo].[ParseEventSet],Input,@IsSequence,BIT,Flag indicating whether to resolve sequence definitions (1) or simple sets (0).,0
[dbo].[ParseEventSet],Output,event,NVARCHAR(20),Each event name from the resolved event set.,
[dbo].[ParseEventSet],Reference,STRING_SPLIT,Built-in Function,Splits the comma-delimited string into rows.,
[dbo].[ParseEventSet],Reference,dbo.EventSets,Table,Lookup of named event sets and their comma-delimited definitions.,
[dbo].[ParseTransforms],Input,@transforms,NVARCHAR(MAX),"JSON object of mappings from original event keys to transformed keys, or a Code referencing the Transforms table.",NULL
[dbo].[ParseTransforms],Output,fromkey,NVARCHAR(20),Original event key as specified in the JSON or looked up from Transforms.,
[dbo].[ParseTransforms],Output,tokey,NVARCHAR(20),"Selected target key for that fromkey; if multiple values exist, the alphabetically first is chosen.",
[dbo].[ParseTransforms],Reference,OPENJSON,Built-in Function,Parses the JSON text into key/value pairs.,
[dbo].[ParseTransforms],Reference,dbo.Transforms,Table,Optional lookup of stored transform JSON by Code.,
[dbo].[PromptEventSimilarity],Input,@CompareEventProperties,BIT,1 to include event‐property comparison; reserved for future use.,NULL
[dbo].[PromptEventSimilarity],Input,@CompareEvents,BIT,1 to include event comparison; reserved for future use.,NULL
[dbo].[PromptEventSimilarity],Input,@ContextWordCount,TINYINT,Number of top co‐occurring words to include as context for each event.,NULL
[dbo].[PromptEventSimilarity],Input,@Event1,NVARCHAR(20),First event name to compare.,
[dbo].[PromptEventSimilarity],Input,@Event2,NVARCHAR(20),Second event name to compare against.,
[dbo].[PromptEventSimilarity],Input,@ScoreOnly,BIT,1 to request only the numeric score; 0 to allow an explanatory response.,NULL
[dbo].[PromptEventSimilarity],Output,Return Value,NVARCHAR(500),"Generated LLM prompt string, possibly including contextual word lists.",
[dbo].[PromptEventSimilarity],Reference,dbo.EventsFact,Table,Source of event occurrences used to build context word lists.,
[dbo].[PropertySource],Input,@PropertySourceKey,TINYINT,"0 = InputProperties, 1 = OutputProperties, 2 = AggregationProperties.",
[dbo].[PropertySource],Output,Return Value,NVARCHAR(30),"The matching property source name, or NULL if the key is unrecognized.",
[dbo].[RefreshUserAccessBitmaps],Input,@DisplayResults,BIT,1 to return refreshed users and their AccessBitmap values.,0
[dbo].[RefreshUserAccessBitmaps],Input,@SUSER_NAME,NVARCHAR(50),Optional login name to refresh. Used only if @UserID is NULL.,NULL
[dbo].[RefreshUserAccessBitmaps],Input,@UserID,INT,Optional UserID to refresh. NULL refreshes all users.,NULL
[dbo].[RefreshUserAccessBitmaps],Output,Return Resultset,Table,"When @DisplayResults=1, returns UserID, SUSER_NAME, SQLLoginName, and AccessBitmap for refreshed rows.",
[dbo].[RefreshUserAccessBitmaps],Output,dbo.Users.AccessBitmap,Table Update,Updated to reflect the sum of granted role bits from dbo.UserAccessRole.,
[dbo].[RefreshUserAccessBitmaps],Reference,dbo.Access,Table,Lookup table of access roles and AccessID values.,
[dbo].[RefreshUserAccessBitmaps],Reference,dbo.UserAccessRole,Table,Normalized user-to-access-role bridge table.,
[dbo].[RefreshUserAccessBitmaps],Reference,dbo.Users,Table,Stores the materialized AccessBitmap per user.,
[dbo].[SegmentComparison],Input,@DiceProperties,NVARCHAR(MAX),"JSON object of arrays defining values to slice models by (e.g. {""Stock"":[""INTC"",""MSFT""]}).",NULL
[dbo].[SegmentComparison],Input,@EventA,NVARCHAR(20),First event in the transition pair; NULL returns all.,NULL
[dbo].[SegmentComparison],Input,@EventB,NVARCHAR(20),Second event in the pair; NULL returns all.,NULL
[dbo].[SegmentComparison],Input,@SliceProperties,NVARCHAR(MAX),Additional JSON filters for slicing on model properties; currently not applied.,NULL
[dbo].[SegmentComparison],Output,Avg,FLOAT,Average observed metric value.,
[dbo].[SegmentComparison],Output,CoefVar,FLOAT,Coefficient of variation (StDev/Avg).,
[dbo].[SegmentComparison],Output,DistinctCases,INT,Number of distinct cases in the model.,
[dbo].[SegmentComparison],Output,EndDateTime,DATETIME,Model effective end date.,
[dbo].[SegmentComparison],Output,EventA,NVARCHAR(20),From-event in the transition.,
[dbo].[SegmentComparison],Output,EventB,NVARCHAR(20),To-event in the transition.,
[dbo].[SegmentComparison],Output,IsEntry,INT,1 if this transition begins a case.,
[dbo].[SegmentComparison],Output,IsExit,INT,1 if this transition ends a case.,
[dbo].[SegmentComparison],Output,Max,FLOAT,Maximum observed metric value.,
[dbo].[SegmentComparison],Output,Metric,NVARCHAR(50),Name of the metric used.,
[dbo].[SegmentComparison],Output,MetricID,INT,Identifier of the metric used.,
[dbo].[SegmentComparison],Output,Min,FLOAT,Minimum observed metric value.,
[dbo].[SegmentComparison],Output,ModelID,INT,Identifier of the Markov model.,
[dbo].[SegmentComparison],Output,Prob,FLOAT,Transition probability (Rows/TotalRows).,
[dbo].[SegmentComparison],Output,PropertyName,NVARCHAR(20),Name of the model property used for slicing.,
[dbo].[SegmentComparison],Output,PropertyValueAlpha,NVARCHAR(MAX),Alpha value of the model property slice.,
[dbo].[SegmentComparison],Output,PropertyValueNumeric,FLOAT,Numeric value of the model property slice.,
[dbo].[SegmentComparison],Output,Rows,INT,Count of observed transitions.,
[dbo].[SegmentComparison],Output,StDev,FLOAT,Standard deviation of the metric.,
[dbo].[SegmentComparison],Output,StartDateTime,DATETIME,Model effective start date.,
[dbo].[SegmentComparison],Output,Sum,FLOAT,Sum of metric values across occurrences.,
[dbo].[SegmentComparison],Reference,OPENJSON,Built-in Function,Parses JSON text into key/value rows.,
[dbo].[SegmentComparison],Reference,dbo.Metrics,Table,Defines available metric types and units.,
[dbo].[SegmentComparison],Reference,dbo.ModelEvents,Table,Stores first-order transition metrics.,
[dbo].[SegmentComparison],Reference,dbo.ModelProperties,Table,Holds arbitrary key/value pairs for models.,
[dbo].[SegmentComparison],Reference,dbo.Models,Table,Model configuration and metadata.,
[dbo].[SelectedEvents],Input,@ByCase,BIT,1 to partition by CaseID; 0 to treat all events as a single synthetic case.,1
[dbo].[SelectedEvents],Input,@CaseFilterProperties,NVARCHAR(MAX),JSON object to filter which cases to include.,NULL
[dbo].[SelectedEvents],Input,@EndDateTime,DATETIME,Inclusive upper bound for event dates; defaults to '2050-12-31' if NULL.,NULL
[dbo].[SelectedEvents],Input,@EventFilterProperties,NVARCHAR(MAX),JSON object to filter which events to include.,NULL
[dbo].[SelectedEvents],Input,@EventSet,NVARCHAR(MAX),Comma-delimited events or code referencing dbo.ParseEventSet; required.,NULL
[dbo].[SelectedEvents],Input,@StartDateTime,DATETIME,Inclusive lower bound for event dates; defaults to '1900-01-01' if NULL.,NULL
[dbo].[SelectedEvents],Input,@enumerate_multiple_events,INT,"If >0, appends sequence numbers to repeated event names; otherwise duplicates remain identical.",NULL
[dbo].[SelectedEvents],Input,@metric,NVARCHAR(20),Metric name in dbo.Metrics; defaults to 'Time Between' if NULL.,NULL
[dbo].[SelectedEvents],Input,@transforms,NVARCHAR(MAX),JSON mapping of event renames (fromKey→toKey).,NULL
[dbo].[SelectedEvents],Output,CaseID,INT,Case identifier (or –1 if @ByCase = 0).,
[dbo].[SelectedEvents],Output,Event,NVARCHAR(20),"Event name after transform, with optional enumeration suffix.",
[dbo].[SelectedEvents],Output,EventDate,DATETIME2,"Timestamp of the event, including milliseconds.",
